"","logFC","logCPM","PValue","FDR"
"SCGB3A1",-4.53173530649889,-1.65290907604597,0.000385568045158441,0.0010908895412952
"RABGAP1",1.4511265515364,6.30929963407667,0.000388268544690572,0.0010983242834072
"MOB3B",1.75150670780854,4.26926603819907,0.000390537473915823,0.00110453565389191
"NCALD",2.84679338032613,7.00045459304759,0.000391030177387836,0.00110572203718283
"STARD3NL",1.7809706308191,4.25209687839487,0.0003944364318501,0.00111514512655617
"TSC1",1.57126572293202,6.25913183957849,0.000394960052119032,0.00111641647079696
"AQP7",-3.77455610859824,2.11745850016746,0.00039592259658188,0.00111892779494411
"NLGN4Y",1.83185370313753,5.26681425548745,0.000396449062634607,0.00112020599659105
"NDUFV2",-1.53809805036699,6.37896739750595,0.0003972999253551,0.0011224001633044
"LOC100130992",2.86354695148417,1.9925398405511,0.000398085923368274,0.00112441029608323
"KLHL18",1.63198047205955,4.32823129781733,0.000398162659898575,0.00112441671301075
"WISP1",-3.7206827302079,2.71882203558762,0.000398508019725845,0.00112518158149967
"REPS2",1.6348275413383,7.18506604141436,0.000400314576930426,0.00113007106218909
"DARS2",-1.62926481066382,4.49247888733446,0.000402650661046389,0.00113645326762626
"SLC6A20",3.87943903399476,-0.522686829948259,0.000403102083199422,0.001137514755431
"OLA1",1.56728712077603,5.52307517716175,0.000403613894518614,0.00113874622706111
"TSPAN15",2.44791586201896,3.3289160254375,0.000406091636395696,0.00114552283010929
"CLU",-1.59624965899463,11.2778800791427,0.000407114790660142,0.00114819449737918
"GNPTAB",1.61992333447667,5.95621504858729,0.000407264836513441,0.00114840318045807
"ATG2A",-1.5720254192934,5.70069396052759,0.000409969205991291,0.00115581310875065
"SEMA5B",3.68031024160923,2.55990543248611,0.000410437051261953,0.00115691608625266
"MINK1",1.51396112738209,6.19273802113013,0.000410603689730247,0.00115716978628718
"SSFA2",-1.5375642058969,7.62066022181103,0.000411121460821637,0.0011584127744741
"NT5DC2",2.53936113783941,2.52910826785903,0.000413174398675563,0.00116398011567183
"NKIRAS1",1.52960346646621,5.15949239305859,0.000414095400578036,0.00116635712529908
"GALNT1",-1.50676422124596,6.36859752246441,0.000414935809145393,0.00116850628834305
"PAFAH1B2",1.46558465178645,6.94321565907703,0.000415380120118654,0.00116953940216142
"HSP90B2P",-2.7050996937596,2.80140782495033,0.000416794652891732,0.00117330336664153
"AK094117",-6.50414144393012,-2.38142252479971,0.000418019982546708,0.00117653340847256
"C10orf32",-1.53200189358409,5.33913795417278,0.000419492001622705,0.00118045643393642
"FAM13B",1.58393699786239,5.82931999778476,0.000420025284202517,0.00118173687189454
"TRIM25",-1.79820294779176,5.13862527791779,0.000421521940684115,0.0011857267705533
"STON1-GTF2A1L",4.23342519210085,-0.919165175932457,0.000422590859242889,0.00118851219492785
"RUNX1",-2.5764582302427,2.30444803522602,0.000422817879571084,0.00118892923305835
"HSPA4L",1.57482508472611,5.51646538210697,0.000423801518063232,0.00119115526338545
"CORIN",3.43460565396781,-0.689639294916776,0.00042382508799858,0.00119115526338545
"AK026379",3.08303544974381,3.88508382939243,0.000423846174183445,0.00119115526338545
"CUX2",-2.54887899915763,7.19340405457793,0.000427584010214245,0.00120143627730463
"AK055981",2.01646580070343,3.25359667240146,0.000427903539400059,0.0012021104083611
"PPM1K",1.64023484556207,6.49229833170126,0.000428838337788278,0.00120451244430859
"KGFLP2",2.16476456952121,3.32568830125864,0.000429295485582787,0.00120557222099685
"DNAJB14",1.51816856102497,6.76846222807346,0.000430102397323656,0.0012076136481196
"TMOD3",-1.50191139311705,5.55187078911529,0.000431070604133311,0.00121010710585852
"MATR3",1.48619717272091,8.72587749683704,0.000432731748960933,0.00121454449987176
"PAX2",6.58335150646524,-2.00406120475207,0.000433534335189222,0.00121657098334088
"TM7SF3",-1.54550824849904,6.49756998365767,0.000434358507240604,0.00121865727598163
"TAB3",-1.45476918947494,5.96561995634453,0.000437042345155407,0.0012259593928751
"RAP1B",-1.5173540751781,5.94994295534083,0.000438393917033396,0.00122952231560258
"IDE",-1.51444654668213,5.81775186686023,0.000438858254508899,0.00123059603399896
"ABCB6",-1.50368748997223,5.19617530233071,0.000439287362425289,0.0012315705853364
"ZNF781",2.97948082524576,1.83372209627788,0.000440425060690867,0.00123453098504401
"EHMT2",1.48327506840241,5.32419408551552,0.00044105215174314,0.00123605929683026
"CDK19",1.47686816428079,5.34433748615298,0.000441427859564355,0.00123688266458003
"TMEM106A",-2.65165347610508,1.32779246925101,0.000441834496308474,0.00123779237370277
"SIRPA",1.76010618637567,7.28491841131645,0.000443879514648398,0.00124315629335579
"SLC16A10",-1.96967757349109,3.42218535418916,0.00044391382342877,0.00124315629335579
"RAPGEFL1",2.64089923868403,4.56800047648388,0.000444388822970852,0.00124425574390133
"RRNAD1",-1.74522005267052,3.6243204563229,0.000444529645002037,0.00124441928801089
"APOO",1.86352301804164,3.61635329903964,0.000444918764311914,0.00124527772773121
"HBEGF",2.63772029261746,2.11668617264662,0.000447795662482728,0.00125309757292238
"ACOT4",-2.40587737174795,3.2326919972237,0.000449925747215722,0.00125882504779644
"PISD",1.75599904971405,5.15065723946328,0.000450822729253771,0.00126110100254389
"ASB13",-1.53515007900159,5.54736639612231,0.000451674036467049,0.00126324837018938
"C4orf29",-1.66405883668007,3.9542493735039,0.000451839213725292,0.00126347631986147
"USP45",2.43824511662368,5.5423995760127,0.000452736151236675,0.00126575002474982
"SND1",-1.46466333773481,7.15744260339811,0.000453106254316066,0.00126655024808823
"AKAP1",-1.6247539136658,6.58432652382598,0.000453767306509371,0.00126816330340394
"OTX2",10.7579145934518,1.66201277572657,0.000454045302278807,0.00126870541532383
"STK32B",3.47078483043631,0.286116672320119,0.000454502716622552,0.00126974857002785
"MALT1",-1.61472249981348,4.53819346356088,0.000454724812329922,0.0012701340484983
"ROCK1",-1.50209452980129,6.23622250844846,0.000455872612126256,0.00127310457612474
"SMYD3",1.86423956399782,3.42261430365732,0.000456106637638227,0.00127352260139372
"XPC",-1.49304661614142,5.54177824142682,0.000456581295078635,0.00127461223066877
"TCP11L1",2.01625060308059,4.89068619823577,0.000456685131454273,0.00127466644823651
"FAM228B",2.78986802844677,1.89380749843843,0.000458098424507371,0.00127826198284703
"TESC",3.31742757489271,2.33477056229238,0.000458142639150207,0.00127826198284703
"ARHGEF38",-4.90728691692425,-1.75330500426555,0.000459600956374192,0.00128209392966013
"C6orf70",-1.65585824359091,4.0288463774945,0.000459706962594134,0.00128215277709114
"TDRD10",-3.52016912066999,0.000319561508854419,0.000461541251377645,0.00128703100568835
"PCMT1",1.56818798372898,6.71004712669501,0.000463858603372383,0.0012932542302295
"TRERF1",2.01987353954621,3.50576631502553,0.000465541785491116,0.00129770739540629
"FZD7",3.77117824071841,4.21688025730352,0.000467864300711113,0.00130394074210738
"PDE8B",2.94998027478503,5.02422483621095,0.000469285538854808,0.00130766038691781
"DDX58",-1.59696947156799,4.35668303000494,0.000469551438959324,0.00130815991296786
"B4GALT4",-1.69831927124897,3.71986538909991,0.00047020760254389,0.00130974631957438
"GOLGA4",-1.4644284747939,7.66929816712123,0.000471674391159458,0.0013135896913515
"NKX3-1",-2.56729599285146,1.39055064160591,0.000472277620934137,0.0013150271208013
"RASA3",1.79742889104552,4.25734970919819,0.000473758166931006,0.00131890640130129
"EVPL",3.57703710376603,-1.0091669199519,0.000474817134152195,0.00132131367313116
"ECT2",2.15559426620931,3.05359599598679,0.000474830543510752,0.00132131367313116
"BTN3A3",-1.76299357280398,3.8111336263853,0.000474885384376344,0.00132131367313116
"TIMM8A",-2.15858539511921,3.11585495727904,0.000476696016263388,0.00132610719336352
"RAB4B",1.89334289990469,3.61272654613319,0.000478986115044447,0.00133223251743805
"PFKFB2",2.14502298204816,4.93515599321291,0.00047991205325507,0.00133456206337966
"P2RX6",2.94928349137135,1.37299239873985,0.000483062720314604,0.00134307624318736
"ATP10A",2.63188039523629,2.28703835866525,0.000483548594416729,0.00134417963470041
"USP2",2.00628806275433,3.35672796857902,0.000483788032637892,0.00134459769792604
"DNPH1",-1.77241792373828,3.77667153117857,0.000485492887548585,0.00134908770739485
"ATP8B2",1.63422974849323,4.78021662177196,0.000486247007729759,0.00135084919905054
"EFCAB7",2.0292193550185,3.24714174643187,0.000486305711658195,0.00135084919905054
"KBTBD8",2.25476444194973,2.59859615865865,0.000488524628967979,0.00135676326971059
"TLCD2",-2.92049466619668,1.16874372865559,0.000489041816984056,0.00135794987798074
"RPL18",-1.55589437175277,7.70047650863964,0.000489843349126947,0.00135971619002349
"RPL28",-1.42655503126539,6.23688142493249,0.000489858018127668,0.00135971619002349
"PRPSAP1",-1.5191071213432,5.11820769882577,0.000491753180043859,0.00136472578913109
"MATN3",3.56403614078989,-0.430491744028173,0.000492189354395239,0.00136568527221024
"UBAC2",-1.52232044020082,5.07025554848822,0.000493037324092142,0.00136778680760451
"SDHA",-1.49823412863476,7.63022207047285,0.000494662108430182,0.00137204221845991
"PDZK1IP1",-4.46890894399765,-1.3724344947603,0.0004951558992801,0.00137315961049211
"ANKMY2",1.66934402773101,4.88465436806246,0.000495925930364316,0.00137504251716878
"SLC6A13",-2.44592386158479,2.86183931627004,0.000496370983503914,0.00137602383897725
"TARSL2",1.51989231887112,4.70524294096535,0.000496680639672312,0.00137662952625769
"PRKAR2A",-1.53794365131461,4.83192655398977,0.000499939639947493,0.0013854080681239
"CTBP2",2.09577987762838,4.48547220767436,0.000500684570534175,0.00138701942546098
"CHAC1",2.78859926165973,1.36244147602323,0.000500704827032306,0.00138701942546098
"C16orf70",-1.59655183743973,5.62338512286922,0.000500873620682989,0.00138723251509779
"DMWD",1.94076241537564,4.19883381526392,0.000500992557178957,0.00138730746623918
"KIAA1737",1.50260299465053,6.44891428207407,0.000502605077113319,0.0013915175402294
"PIK3IP1",1.88668179813766,4.76253037111917,0.00050408077151022,0.0013953473235205
"MSH5-SAPCD1",-2.56037139241604,1.64372586675682,0.000504948195056823,0.00139749225538087
"FAM134C",-1.46546439416949,6.53148068954655,0.000506274232709403,0.00140090542677515
"RPL41",-1.58612897601281,8.4496515570422,0.000508583909452076,0.00140703866484543
"VPS8",1.4175025535509,5.86292196634602,0.000508976601050463,0.00140786713241656
"HIST1H2AE",2.25162392723211,3.60936189478864,0.000509595753828167,0.00140932159025739
"SOAT1",-1.4877288023819,5.12938529135144,0.000509845101572243,0.001409752981824
"ESPL1",-3.84554094641254,-0.147625217927045,0.000510724938584255,0.00141192723775581
"PRKCQ",2.58281407778629,2.55265175395201,0.000515603112883687,0.00142515229810428
"PPAPDC1B",-1.9419149514976,3.26861574445327,0.000519215091448499,0.00143487333105277
"C12orf49",1.79847376067135,4.51224992113557,0.000520115714977281,0.0014370992307698
"KATNB1",1.87676308606269,4.46066750386882,0.000522263999099081,0.00144277101836738
"ZNF521",4.21708610042271,5.97187197598025,0.00052362300806217,0.00144626073198075
"TEP1",-1.71445911280103,4.48459389756293,0.000524052722469336,0.00144718290221049
"SLC33A1",-1.56873600753815,5.85151631031305,0.0005242411934739,0.00144743865815613
"AL832891",-3.53515598449561,0.289461122344751,0.000525784511807803,0.00145143439274183
"ANXA1",-2.33181628924552,3.68911517817529,0.000527705496002419,0.00145647102716807
"TECPR2",1.55696163840532,5.58288532139077,0.000527842959249392,0.00145658418944916
"EFCAB13",-2.84442767170305,2.11945086329206,0.000529434209923487,0.00146070830802935
"MRPL14",-1.83528998386108,4.29398000593001,0.000532792603727103,0.00146970557476786
"SUZ12P1",2.44267052271884,2.90573725940513,0.000533746661149568,0.00147206841705178
"RBFOX2",1.47047627007276,7.32024667553052,0.000536102688262376,0.00147829630985425
"ZMYND8",1.48622132214185,5.41719462444453,0.00053840093258521,0.0014841809998159
"LY6E",-1.91858445676998,6.9404295711303,0.000538433345496127,0.0014841809998159
"WDR37",1.68152663421524,5.6255098337256,0.000539383442290205,0.00148652855969741
"VANGL2",3.34158966649865,1.85327801063968,0.00054130374850992,0.0014915486500912
"NUP160",-1.63817352977989,5.28703355402077,0.000542460211126966,0.00149446254114526
"RLIM",1.4361760784224,7.34997602784285,0.000543649644948263,0.00149746618728909
"ZFYVE20",1.38858973057885,6.09094732439518,0.000546229245815582,0.00150429721171171
"SAMD9",-1.84018747816884,3.65870886009125,0.000552108138390578,0.0015202102278807
"PCDHB14",2.47095403922249,2.82678105106797,0.000553526237554873,0.00152383704413465
"HEPACAM",1.70160544877783,5.66134358522954,0.000554918134534665,0.00152739041769476
"MRPS2",-1.55755537111954,4.63535975291048,0.000557085351519124,0.00153307614505901
"PREB",-1.56358649412838,5.39625923935302,0.000559286246200951,0.0015388524631258
"RAP1GDS1",1.53414295144975,6.4654160827212,0.000559492431376311,0.00153913931750452
"ACCS",-2.67620801375269,3.50611496994161,0.0005605126965265,0.00154166515802371
"CALML4",-2.37914014389344,3.01366283694155,0.000561587184741966,0.00154433918951078
"TRAF3",1.76521656721527,4.8899056878031,0.000561783769651292,0.00154459849266834
"FRMD3",2.41609275709466,2.59782573074258,0.000563240222093867,0.00154832101831738
"LNX1",2.29923803602824,5.06739938809571,0.000563523865321646,0.00154881877800452
"WDR74",1.87639203804212,5.64056633881742,0.000564330664802587,0.0015507539651536
"RCN3",-2.55880737614926,2.60029376327094,0.000568138552399389,0.00156088049897586
"STK40",-1.49449450713345,5.03200046819336,0.000568222523368895,0.00156088049897586
"PPP3R1",1.64537213491889,7.14359983240913,0.000569064566492558,0.0015629092313637
"MURC",3.13877899781564,-0.0616628881114615,0.000573397180328145,0.00157452217184124
"USP33",1.42811571503062,6.87846472844017,0.000578558037474767,0.00158840479379436
"HOMER3",2.98771714378981,4.04687808714587,0.000579013165614318,0.00158936535189533
"PJA2",1.58404459784855,9.12074759909312,0.000579220912506136,0.00158961397752794
"ZBTB46",2.18228135173933,3.85837304599941,0.000579314285982535,0.00158961397752794
"MTG1",-1.5880267737913,4.45656463668438,0.000579496944025565,0.00158982628175618
"TRIM24",-1.47428624367959,5.65326329476193,0.000583443437726937,0.00160036256306571
"KLRK1",-3.16896001284657,0.416322468777501,0.00058540162118318,0.00160544215035707
"SYNJ2",1.74096078514135,5.95576064699316,0.000586216199675946,0.00160738416835061
"OSCP1",2.43710783630506,2.58897893050455,0.000586323175262491,0.00160738561119528
"STAT2",-1.47357173541596,6.56920443894097,0.000587411005613156,0.00161007554633484
"FAM107B",-1.86280552966999,7.04455905891046,0.000593129769064897,0.00162545544698366
"AX747770",-3.64467670708046,1.78272721710488,0.000595095189205541,0.00163054570078092
"C1orf52",1.66669448654081,3.88523532563407,0.000596528940904688,0.0016341776138717
"PRDM16",3.50960796323989,1.67722251390639,0.000597649460286335,0.00163695027214287
"RAB23",1.71502566197085,3.94697731968165,0.000598255523096929,0.00163831309371847
"HSPB3",6.2101192362287,-0.400169392246258,0.000598485488966533,0.0016386456724197
"NOS1AP",1.69186279174464,4.09211458901968,0.000598747919746725,0.00163906700293248
"PSMA2",-1.68976273892838,6.24891306354489,0.000599605576108827,0.00164111730999516
"ZC3H6",1.43985019606814,5.72054560879825,0.000600457282316029,0.00164315059133237
"GPRC5A",-4.89405681670302,-1.82870059680743,0.000603290401950438,0.00165060428872107
"GPR155",1.42946676279026,6.0019971566273,0.000603417546026399,0.00165065306974613
"IKBIP",-2.44861354114822,2.66650616331697,0.000604306544792661,0.00165278551464756
"MYO1F",-2.20828445888061,2.81894693312912,0.000610712727346411,0.00167000401719138
"SLC45A3",-2.27044757239273,4.24020809706714,0.000611061477842712,0.0016706551358727
"TOP1MT",-2.46769018442701,3.08137031032664,0.000614733931688864,0.001680391449765
"XPR1",1.43021643929828,5.85943725184051,0.000615736005488103,0.00168282600594939
"CERS4",-1.47887968996717,5.1241766481935,0.00061637979516053,0.00168428065633804
"FTO",1.45828195159999,6.59733924355288,0.000616648606191489,0.00168471032268708
"INCENP",1.62511640683433,3.84860610590356,0.000617000670890899,0.00168536724501675
"ESYT3",3.32726005654394,1.6357944662077,0.000619560070279603,0.00169205228092277
"VPS45",1.48123567760211,5.15469664586635,0.000620725831660511,0.00169471548498007
"CAMK2N1",2.17518801721588,6.5286782437023,0.000620759691882435,0.00169471548498007
"NBPF8",-1.78371213933708,6.00233118604911,0.000621001561508735,0.0016950693381746
"NREP",2.10602319921752,6.43839567429678,0.000621695321399167,0.00169665630817412
"CLN5",-1.65007107982533,4.91621177441917,0.000627384738777407,0.00171187379030337
"ZNF512",1.48614714769088,5.16139468845567,0.000627749005624352,0.00171255826285957
"PPP2CA",1.43224417376845,7.15297835333838,0.000628557908295375,0.00171445527732301
"RNF34",1.48770457396451,4.61284826938737,0.00062929701845223,0.00171616127481103
"CDK6",-1.5197881624478,5.98213397060495,0.000631350489675868,0.00172145041424803
"GLRX5",-1.47286658011071,4.89874530758547,0.000631507648077151,0.00172156806029337
"ECHDC1",-1.5492567075635,5.82271334003275,0.00063278184310808,0.00172473029439206
"UNC93B1",-1.95908020043684,3.01782413079857,0.000636884387177989,0.00173559903381838
"NBPF24",-1.74782952330692,4.47145479581958,0.000640480305354051,0.00174508347362796
"CLSTN2",2.90136037854588,5.70470764265063,0.000642446038126436,0.00174996342378018
"WNT2B",3.66831943394156,0.894913027033222,0.000642503127247504,0.00174996342378018
"COMTD1",-2.5449820556474,1.90301451315344,0.00064291839305607,0.00175077867180282
"USP38",-1.39770973668189,5.89833235386386,0.000643296232815371,0.00175149172656186
"MTO1",-1.5258730691259,5.29513277635785,0.000643926262016713,0.00175289103235125
"NUMB",-1.37051255155399,5.69384858119867,0.000647950674913633,0.00176352833294806
"FAM219B",1.50344256459856,5.21338744262649,0.000648649219680661,0.00176511141055649
"OLFM4",6.07767575602027,-0.520558665928345,0.00064883756359789,0.00176530580366273
"CCDC108",4.17964566044631,-1.33336441167512,0.00065403898765455,0.00177913686067082
"STK16",-1.6863686271829,3.76041425996068,0.000654659049312743,0.00178050281783545
"SPATA13",-1.52203352781429,6.11415338952119,0.000655476662822234,0.00178240547606982
"SLC22A6",4.68247750458517,-1.64604863901983,0.000658190443529443,0.00178946267506204
"RBP1",-1.90813467821861,3.80284906907066,0.000658484557207064,0.00178994002049085
"INTU",2.22945739235784,3.20539629247301,0.000659610587557333,0.00179267816272781
"PKP1",4.22501023960764,-0.895934024541293,0.000661208169553948,0.00179669666371507
"AK021977",3.71356176502448,1.75357629766457,0.000667892865896746,0.00181453441436504
"PAM",1.86828193959856,6.62300566864514,0.000668803999977246,0.00181668292852247
"VRK3",-1.47941664126382,4.59892192419568,0.000670300515849775,0.00182042046570712
"EPB41L4B",-1.51776758840544,6.83706929320619,0.00067174013085551,0.00182400215355479
"GPR62",3.07444590913435,1.38926372958519,0.000675325101904409,0.00183340687500118
"TUBB6",-2.77878391032046,2.12430610452245,0.00067809129338179,0.00184058575050603
"BAG2",-1.79579438709901,3.36182508071991,0.000680741944285245,0.00184717024696297
"GDF10",3.62255327035921,1.47973061481808,0.000680761749956882,0.00184717024696297
"MCFD2",-1.42751435727964,7.53442263371372,0.000681278984143588,0.00184824158472299
"SFT2D2",-2.10369024919387,2.99148693852904,0.000682717844300131,0.00185181236733105
"FAM8A1",-1.41852357038614,7.24776014834302,0.000683103228554473,0.00185252491939162
"SPSB1",-2.08629716490885,3.39744652769126,0.000683990461806194,0.00185428774631199
"LOC148413",-1.68498839560925,4.01882498263515,0.000683998857414424,0.00185428774631199
"VAMP4",1.42848677901007,5.26934732580118,0.000684657783116752,0.00185569411148995
"C12orf5",1.98199549213238,3.52803495816549,0.000684763416504769,0.00185569411148995
"ATAT1",2.24572547046595,2.57775604449867,0.000685902747192428,0.00185844813971033
"MICAL2",1.57350437442861,7.03659781842943,0.000689450771239723,0.00186740976134732
"RFFL",-1.53615818912612,5.74161991753757,0.000689457577451078,0.00186740976134732
"PSRC1",2.95814103237482,2.9969949128277,0.000691122890330167,0.0018715845846459
"KLHL7",1.46317350815898,5.21296462851554,0.000692384527572037,0.00187466493927519
"FAM199X",1.42219810244756,6.76992206685914,0.000693280512519255,0.00187675434547163
"RNF8",1.54482296729228,4.34520156588652,0.000693548952407407,0.00187714450284134
"ADAMTSL5",-2.96134989435127,0.122240738462564,0.000696718541598162,0.00188538530074055
"TMEM208",-1.59709997842989,4.20497978643927,0.00069727936584933,0.00188656484936837
"TRIM26",-1.50640560172605,5.20836289398707,0.000699789739469909,0.00189301774740158
"DNAH10",3.79368011707421,1.00299904724195,0.000699998547478096,0.00189324342950372
"KALRN",2.51099979926849,7.34858843534719,0.000700583226864889,0.00189448544513965
"PCCA",-1.66909096822832,6.27963507026829,0.000703213610411952,0.0019012579260914
"USP6NL",-1.49981549417113,4.90729068139556,0.000704481574389722,0.00190434510799943
"DCAF12",-1.44842661096772,4.93032109313593,0.000707403139601334,0.0019119003773009
"TMEM184B",1.77061708681967,4.85784019634826,0.000708426206651499,0.00191432278461661
"SLC26A4",3.69800209123329,0.794051800878685,0.000709350226324964,0.00191647672526516
"GOLM1",2.29420896832288,5.80167489106315,0.000710003012176581,0.00191789722430525
"TOR4A",-2.46005770554211,1.42599876486076,0.000710524758468567,0.00191896330761498
"TPRA1",-1.58203763886055,4.04111528980971,0.000713606926089957,0.00192694287982088
"ALG12",-1.59605305048696,4.10381098945611,0.000715049526784585,0.0019304930903714
"CYB561D2",-2.04084547175363,2.90190320777312,0.000715246644528879,0.00193068007371935
"FAM211A",3.05972139329022,2.06177387394997,0.000716882481301621,0.0019347498601706
"TBX2",-2.55578930177858,2.2590600169089,0.000718598479916599,0.00193903449727317
"HEXA",-1.5544968536558,5.35114665538195,0.000720196405160824,0.00194299905626736
"RPL23",-1.53406068662407,6.95101014135018,0.000721846360013897,0.00194710254308858
"BRAF",1.42668929452942,5.52983360103349,0.000722178262942377,0.00194764989648685
"PHLDA3",2.13982760379323,3.33628630444653,0.000722618769348856,0.00194848989592281
"ASB6",1.61820328508611,4.16523461253494,0.000723150644081703,0.00194924916918429
"ALDH1L2",2.97495227455489,2.21863352313433,0.000723158532832475,0.00194924916918429
"ZFYVE9",1.37444251891455,6.7607597291563,0.000724120317633108,0.0019514932707942
"ILDR1",-6.14941632113455,-2.67238407009005,0.000726996608975679,0.00195889521690449
"RGL3",-2.99356627681287,1.92707079331823,0.00072758601184164,0.00196013359122369
"AP2B1",1.47849570632897,8.0801450681121,0.00073077971897598,0.00196816689254378
"RAPGEF5",1.80025705630496,7.05422685988618,0.00073082859380748,0.00196816689254378
"ZSWIM5",2.31344681666,2.95518177650157,0.000732242558542955,0.00197162315156894
"ENPP4",1.51255955158329,5.39206291419269,0.000734810537879535,0.00197818490318791
"VAT1",-1.46171323536017,5.30069633045302,0.000738093951848841,0.00198666999517246
"PLXNA4",2.56510185973085,6.30016573168312,0.000738695960266236,0.00198793601853861
"CTDSP2",-1.52338690447917,7.11385727208367,0.000739192720217129,0.00198891840257994
"PAN2",-1.64426293548919,5.71213376165993,0.00074018565871309,0.0019912352479187
"IGSF1",2.30957951065344,2.30748548705331,0.000741945983915933,0.00199561531120958
"ASB3",1.52243109153702,4.27057280441396,0.00074429851220663,0.00200158638189138
"TTC3P1",1.97072620024397,2.97100949858013,0.000746205350597506,0.00200635697899258
"PMS2",1.52026260523935,4.48277277043516,0.00074716036222118,0.00200856711225562
"ZEB2",1.73231791632001,7.2538635556943,0.00074865065697664,0.00201221518696106
"DHRS12",-2.12026608197304,2.64684399875647,0.000749819611420821,0.00201495344990309
"HPS5",-1.57398455027235,5.33065415647366,0.000749936317116249,0.00201495344990309
"ZNF608",1.55426950696731,4.63951965098301,0.000751665727935077,0.00201924079199781
"CCDC7",1.79321875959173,3.92071696800859,0.000753967920784412,0.00202502188369253
"GLMN",1.88011826901277,3.15420305919711,0.000754085963708814,0.00202502188369253
"SMIM15",-1.42458082952348,5.23609492774037,0.000759315874774404,0.00203870371783313
"NLRP1",-2.33170626522479,2.64903576093711,0.000763319826593464,0.00204908966783312
"SC5D",-1.61397802546188,7.95559368036669,0.000763493805458421,0.00204919240355886
"NSUN2",-1.41577773304525,5.52028525085269,0.000763647913983953,0.00204924178090593
"ITPRIP",-2.46287435453403,2.56981219622691,0.000764884127704179,0.00205219444355599
"C10orf71",-4.66766930170753,-2.50865062383608,0.000765421255228994,0.00205327073262707
"SVIP",1.63367898688037,3.77621679190725,0.000765654599403517,0.00205353187406627
"VIMP",-1.58886181366436,4.54567995282972,0.000766832629535617,0.00205632617758619
"JMJD6",1.63535292491809,4.32667225001314,0.000767032681151944,0.0020564974228328
"RANBP10",-1.67629800299506,4.68468719627744,0.000767649828297741,0.0020577866868979
"RPS6KC1",1.46457111700459,5.54545423238622,0.000771922511272348,0.0020688729002862
"SEMA3A",3.28915464433353,2.62386964889927,0.00077258363142383,0.00207027734418808
"TRPM6",2.70045460888508,1.50799001247318,0.000776762442163735,0.00208110590430667
"NUP93",1.527828833602,4.65930138856692,0.000780379608066195,0.00209042612769195
"MRPL41",-1.5617130400442,5.12165419599579,0.000781477665390132,0.0020929962304702
"TMTC1",2.2212241265947,5.40486204899702,0.000782532654141179,0.0020954500935506
"C1RL-AS1",-3.78596329317959,1.89355092576894,0.000784409982956599,0.00210010474160366
"PIP4K2C",1.58009243719021,5.14692372726442,0.000786449040443433,0.0021051906595809
"CEP170B",1.70986802007568,6.53678089041648,0.000787319139260553,0.00210703373364406
"CACYBP",1.56666412774586,5.96681179415484,0.000787416646288306,0.00210703373364406
"ITGA3",1.8745805687539,4.12328888876093,0.000788933016896119,0.00211071732018629
"IL8",-3.90909049881919,-0.65001943054534,0.000794064888508673,0.00212407082665739
"GOLPH3",-1.36923484491812,6.11551394256711,0.000794533833120246,0.00212494879208567
"DDX19B",-1.55165542901439,4.26804608213147,0.000795150480372597,0.00212622140138591
"G3BP1",-1.45886491439861,6.82014350638412,0.000800957178290561,0.00214136922666209
"SQSTM1",-1.41692052290006,8.026622005894,0.000803131279289816,0.00214680161396286
"RPL10A",-1.55834333219382,7.43378168234309,0.000803932957344554,0.00214856418688545
"MINOS1",1.65129964262556,4.59540823235095,0.000804506284530042,0.00214958402923859
"MRPL23",-1.6382019589839,4.13503095945822,0.000804599267103079,0.00214958402923859
"SLC35A4",-1.49859812727034,4.48553957741859,0.000810212441785179,0.00216419739447306
"ACTR1A",1.44366055696791,6.60807882570916,0.000810646816867246,0.00216497469662105
"HSPH1",1.85379067833363,7.07849063295517,0.000811322033841874,0.00216639482069183
"BMX",-3.36245194313941,-0.516985060056179,0.000812513455239875,0.00216919256968213
"PSAT1",-1.55150331630422,6.91218330753425,0.000812811207785018,0.00216960389562556
"TTTY15",1.85314322322009,4.23101523473461,0.000813770676547414,0.00217178105617991
"BIN1",1.48035861510354,6.29572770052108,0.000814910595503808,0.00217443894541571
"HOOK1",-1.42515095639807,6.51488944032272,0.000815317453154999,0.00217514020187994
"LOC440894",2.85545842145843,3.58630749123056,0.0008196606483178,0.00218634089199766
"BAIAP2-AS1",1.77786763821236,4.78025326808674,0.000824906457231032,0.00219994480822829
"EIF4G3",1.51194548583647,6.90846270380088,0.000825761193732527,0.00220183542739911
"CITED2",-1.51048125769135,5.77867666231129,0.000826791157969212,0.00220419252919052
"SIDT2",-1.55416191788436,5.48354896382123,0.000829494302616172,0.00221100864421963
"ADIPOR1",-1.3444262328058,6.29257886483856,0.000832157398327354,0.00221771562208667
"RPL27A",-1.47806686982126,7.6302868454472,0.000834149686054663,0.00222263283208495
"NUBP2",-1.52717556734022,4.40386210124791,0.000834537629894868,0.00222327420808266
"PSMA3",-1.47086164352803,4.90876611066086,0.000836192966370203,0.00222729119636445
"GYPC",-2.44118670421711,2.44062618096241,0.000836555051510579,0.0022278626592257
"DNAI1",5.90293085597581,-2.50186435950583,0.000839399056168414,0.00223504245250274
"SHFM1",-1.67435356249197,4.54554205051996,0.000841595123719954,0.00224049477577068
