"","logFC","logCPM","PValue","FDR"
"TCF21",-8.1174988789895,1.73638094236007,4.82364336457691e-13,3.85739565656996e-12
"CPLX1",4.93428720886925,4.85686482160504,4.82557642070242e-13,3.85739565656996e-12
"HGF",-4.69986287892598,5.17705896680877,4.86039042277879e-13,3.88316906793438e-12
"NAPRT1",-3.81759562753212,5.69793044061099,4.96731292607706e-13,3.96649525033124e-12
"SMARCD3",4.71100421802124,4.61853129422076,5.16190710542402e-13,4.11970387377921e-12
"GRM4",13.750482139567,4.60747081378765,5.31895192576572e-13,4.24279841939051e-12
"SIAH3",8.71937605563127,1.98127646339349,5.37414252628758e-13,4.28455924746264e-12
"NIPAL1",-5.00861530781601,3.59849234185215,5.44795505564387e-13,4.34111458259749e-12
"CDK5R2",9.27056667943646,2.53302910775006,5.48046047702925e-13,4.36471272168468e-12
"RIC3",3.62712840200499,4.42926341935955,5.50551489666582e-13,4.38235503108349e-12
"ROBO2",5.13051845697642,5.37810212788155,5.51933341212537e-13,4.39103975358762e-12
"GUCD1",-3.84709776275318,7.42977016569665,5.55573499224106e-13,4.41767237403054e-12
"PRKACB",3.42238692949604,8.28411071388779,5.61273728593251e-13,4.46064910618847e-12
"VKORC1",-3.18615622565595,5.39218246900837,5.67818047104709e-13,4.51028538205213e-12
"CTBS",-3.49964106056441,5.25131036454164,5.70831320545905e-13,4.53183645648957e-12
"CLEC1B",-11.9159178487783,2.76866227815857,5.80913764133144e-13,4.60945761345795e-12
"ZC3HAV1",-3.18754005113769,5.64105168042458,5.85161833518839e-13,4.64072672591096e-12
"LRRTM4",6.30951505921111,4.28202077031394,5.87233457962437e-13,4.65471139907233e-12
"GPR17",10.7864006130309,1.68214135619058,5.92378303374783e-13,4.69302853145815e-12
"DCN",-4.52890445655657,8.00467602753065,6.35397420157768e-13,5.03120138667136e-12
"HSPG2",-5.73008228302,7.60188337599455,6.39662317950751e-13,5.06231708650752e-12
"NKX6-2",8.69985090301009,1.97459698536986,6.41289499780419e-13,5.07253611664973e-12
"DPT",-6.9381050522223,3.59253594007683,6.65603725095115e-13,5.25929883843485e-12
"PSMB8",-3.73952578864676,4.76158355985084,6.65919025366668e-13,5.25929883843485e-12
"AMDHD1",-7.78313861123672,6.67024586520034,6.659456542442e-13,5.25929883843485e-12
"CACNA2D1",4.83762657639578,5.44836455895204,6.75649181636252e-13,5.33301862515265e-12
"FMNL2",3.95190239975113,6.53593603709208,6.75986599241204e-13,5.33301862515265e-12
"MAP3K10",4.13137535608414,4.91041168919984,6.76731947178927e-13,5.33611091509232e-12
"NNMT",-9.23576159478244,8.61053835594219,6.82678568914732e-13,5.38019122683323e-12
"ARHGAP23",3.47928981392116,5.38799123780105,6.84333139368227e-13,5.39041752971321e-12
"RCAN2",5.14622713951157,6.71570926318708,7.16760327899574e-13,5.64289934894868e-12
"HABP4",3.717962802055,5.35071759089074,7.32755631201531e-13,5.76582075619756e-12
"FAT3",5.95725965471403,7.44847027846268,7.34941556802738e-13,5.78000911860486e-12
"EMP2",-3.25035623728158,5.46664206265322,7.3769889100117e-13,5.79867426034236e-12
"C3orf70",4.50419374102621,4.87597711975368,7.51114560715743e-13,5.90105612216843e-12
"CACNA2D2",5.10806842372259,3.61016158909907,7.5640321128898e-13,5.9395155956649e-12
"CACNG3",9.76534888148831,3.89553158857179,7.66342781585071e-13,6.01443659144209e-12
"Mar-01",-3.2349912071496,5.57127396141022,7.86089734773644e-13,6.1662103870556e-12
"CSMD2",6.80491380995142,3.71054517057614,7.87159859848489e-13,6.17139869351619e-12
"PAQR4",4.19118469625974,3.63517983188675,7.91353965529381e-13,6.20106117254471e-12
"NPY6R",-8.83843327929457,2.04747480679534,8.09434404691596e-13,6.3394499537568e-12
"SEMA4D",3.62734463324045,5.44248273273348,8.1362967411381e-13,6.36900366983853e-12
"SCARB1",-3.72334995406614,7.1814886679947,8.16806648118222e-13,6.38899682238287e-12
"CCL21",-9.57966861945627,1.99874029572926,8.17029990994789e-13,6.38899682238287e-12
"LRAT",-4.61635407762661,3.93226525858452,8.17575263893523e-13,6.38995159668334e-12
"PCBD1",-3.72508639280244,6.53960177919815,8.40548205491997e-13,6.56610341589713e-12
"ACBD4",-3.59029690855607,5.01200048567771,8.41051962634207e-13,6.56664148695788e-12
"FAM131A",4.47216119479703,5.75472128282709,8.5238960908498e-13,6.65172253084403e-12
"GPSM1",3.9114960468776,4.25466451751944,8.58790940531013e-13,6.69821446385243e-12
"TMEM136",4.32208348473196,3.5433523151892,8.60629166591987e-13,6.70908643032473e-12
"AKR7L",-5.61702886529856,3.63219328110328,8.78341904698943e-13,6.84363403558e-12
"KCNN3",4.32453848173992,4.71847498939579,8.98792325582649e-13,6.99936261799794e-12
"SHMT2",-3.80894733864386,6.91410306828752,9.14314223413882e-13,7.11656947090186e-12
"SNRPN",3.18919793795626,7.95676838907006,9.53130690641825e-13,7.41487554286015e-12
"FAM96A",-3.4036036335631,5.59320035030724,9.62101036280775e-13,7.48080620383095e-12
"ACADVL",-3.28538788459701,8.15802415815484,9.86351421278198e-13,7.66541763319649e-12
"BTD",-3.46960449864143,6.16513829911813,1.00056074627691e-12,7.77184530287103e-12
"BC032469",-10.9451062503763,1.79382564294098,1.0162887516301e-12,7.88995380442907e-12
"PTPRT",6.0380203351024,6.82578965786107,1.03207079641213e-12,8.00836023937473e-12
"LYPD6",4.9394223859616,2.93130999610687,1.04750105420663e-12,8.12391675322043e-12
"PALMD",-3.99067777523779,5.3000372960879,1.05815864915728e-12,8.20235913874483e-12
"SHISA7",8.16736643072481,4.09627298459742,1.0701936810123e-12,8.29139280825335e-12
"GCDH",-3.83762654597183,6.20752338941097,1.08285417587178e-12,8.38517849008404e-12
"TRAM2",-3.6633532835262,5.14354652359807,1.08469466221063e-12,8.39512526877523e-12
"AK126253",-6.93098446637561,2.78699057718065,1.11215919235123e-12,8.60328063755304e-12
"AKR1A1",-3.26224032271804,6.95431607889934,1.11411380233503e-12,8.61398792383968e-12
"KCNAB2",5.39478948783065,6.38254187239003,1.13389945256286e-12,8.76247785757378e-12
"SIGLEC1",-5.35225238416308,2.96853197744801,1.13804486708148e-12,8.79001406287999e-12
"GLS2",-3.39083877544095,7.49291252153153,1.14016035997079e-12,8.80185144967225e-12
"SLC4A7",3.05387088952912,5.87708537058909,1.16196604790865e-12,8.96560415095585e-12
"OGFRL1",3.50118487860884,5.15485047318207,1.16362107977178e-12,8.97378871529817e-12
"SLC6A12",-3.73568604499662,6.17255461067249,1.18077709904257e-12,9.10123578170706e-12
"CHIC1",3.25234974295261,5.75794525289845,1.18135245908251e-12,9.10123578170706e-12
"HELZ2",-3.96923581985519,4.95507640902509,1.18430789781014e-12,9.11723614474804e-12
"ZFP36L1",-3.24611251747628,6.31877909194063,1.18463690834408e-12,9.11723614474804e-12
"PABPC1L2A",10.7586107301044,1.65619062895863,1.19495303918658e-12,9.19194645528142e-12
"EPHA1",-5.82504619570819,4.41499868660037,1.21539868332732e-12,9.34446034533736e-12
"FAM212B",4.48261082066592,4.5629056733448,1.22412710137774e-12,9.40677823450581e-12
"CCDC85A",6.98014236258283,4.25093447801547,1.24682125858376e-12,9.57629756084172e-12
"TMEM155",10.9073339064493,4.19054463948507,1.2738181331661e-12,9.77867504362386e-12
"ZNF280B",6.74851415030178,2.84902000119844,1.28224780523848e-12,9.8383850910066e-12
"UBE2QL1",5.42593656629884,5.55927244521767,1.30649947221254e-12,1.0019371269888e-11
"TRIM38",-3.7129139301333,3.94408445523161,1.31292096771893e-12,1.00635058946984e-11
"ACSS3",-3.33867982817075,5.76450428147863,1.31843777003899e-12,1.01006648034443e-11
"BST2",-4.26004455375722,5.0591180138884,1.41998300232034e-12,1.08730949974834e-11
"PKP2",-3.41650631731764,5.41547711367327,1.43065049933344e-12,1.09492258185175e-11
"SLAIN1",3.55432591890694,5.73483239454502,1.45058715244648e-12,1.10961833849756e-11
"RGN",-4.40387583494166,7.41408450936073,1.51791260631347e-12,1.16053065090296e-11
"PNPLA3",-4.94769358394197,4.96059671626269,1.52553764305174e-12,1.16577016245351e-11
"THRSP",-10.042401390222,6.58254208165035,1.53029790217209e-12,1.16863361110047e-11
"C5orf30",4.69236006756734,4.38313946775392,1.53083263758724e-12,1.16863361110047e-11
"PLA1A",-5.00738336910063,3.47171122353335,1.53376889032377e-12,1.17028348882713e-11
"TSPYL5",3.71161216012735,4.83098445570458,1.54251704005751e-12,1.17636400529638e-11
"PFKP",5.12622564943034,6.42720037688733,1.59741498104107e-12,1.21761565945079e-11
"NXPH2",8.18502809368024,2.27853802580787,1.62201210866276e-12,1.2357408093243e-11
"USP46",3.25094861969817,6.35462502360854,1.64756296532834e-12,1.2545739171184e-11
"FLJ46481",10.0386502396032,3.28931651012153,1.66223729794993e-12,1.26511004027439e-11
"PRRT3",5.05680374628017,3.39164983133407,1.68790732898006e-12,1.28400003363219e-11
"LINC00599",13.0097387633673,3.87128757516415,1.72118714514488e-12,1.30865689283422e-11
"LIMK1",4.06954142785708,5.37770514300212,1.73894086968843e-12,1.32149004188703e-11
"PABPC1L2B",10.5948829536661,1.4975697806725,1.75461950860157e-12,1.33273413379697e-11
"KMO",-6.89034905898119,6.1487451691157,1.77705996937859e-12,1.34910032868862e-11
"RORB",7.72141498946126,4.72752359299632,1.79172745450842e-12,1.35955198809433e-11
"ACP5",-5.82119655593408,2.67354451556957,1.81137273499382e-12,1.37376837259702e-11
"PCYT1B",6.72079850737782,3.71015267146346,1.81743424203189e-12,1.37741326848494e-11
"GOLGA7B",5.26817309754359,4.26840222123436,1.81800307555662e-12,1.37741326848494e-11
"PLS1",-3.57221152001695,4.98179719484304,1.8345644204922e-12,1.38926392925939e-11
"IL2RB",-6.90732812878136,1.80798375694489,1.83668122319267e-12,1.39016974788017e-11
"THBS4",6.16346331280822,2.58418871288067,1.91152449499718e-12,1.44609318008304e-11
"SPRN",6.32332724427831,3.28705129594293,1.91470771575339e-12,1.44777598937787e-11
"LAMB2",-3.23231330559959,7.33255684348146,1.93097895864415e-12,1.45934846223857e-11
"TREH",-8.60413509614092,0.993924303814225,1.9652805749967e-12,1.48452909867185e-11
"HK1",4.14697840724803,7.11750407821551,2.06305531850196e-12,1.55760676546898e-11
"RAB20",-5.0106228062458,3.02887016718721,2.06721070260361e-12,1.55996409841652e-11
"EPHA2",-4.1183296097034,3.60937823589463,2.08111832415579e-12,1.56967466007755e-11
"CALM1",3.16454552868502,10.392653946807,2.13379639485723e-12,1.60860337305762e-11
"GNE",-3.21734828836802,7.72044049132858,2.15023598205808e-12,1.62018779087211e-11
"EML5",6.11684245265438,5.03231906901246,2.18984837693093e-12,1.64921249334948e-11
"KCNA4",12.5633449737366,3.42695240324717,2.25468320367352e-12,1.69719423606531e-11
"KCNJ12",5.74639394197573,4.36456341186568,2.26133288979638e-12,1.7013516011921e-11
"RIT2",8.0106004556841,2.62201959635854,2.3050102278608e-12,1.73334932473596e-11
"OAF",-5.36414041596143,7.37723420953624,2.30811783120921e-12,1.73482226238223e-11
"SORCS1",7.04272994528133,4.48699778823038,2.31930846781236e-12,1.74236606288391e-11
"CDKN2D",4.34375644573624,3.6527822879822,2.3406783337816e-12,1.75754564097972e-11
"ERRFI1",-4.26564221226295,8.27714779500303,2.41084878938093e-12,1.80933482702048e-11
"PTN",4.29829979055938,5.55102649949251,2.41624686442536e-12,1.81248522865489e-11
"PLEKHG5",3.9527440408966,4.87808342873923,2.45439415472892e-12,1.84018628284045e-11
"ADHFE1",-3.19804259246665,4.9326367109547,2.46141064354856e-12,1.8445310529818e-11
"MMD2",8.87092094284797,2.12580190151814,2.48295440788543e-12,1.85975255749355e-11
"KCNQ5",8.36716661354985,5.70734782090774,2.49456988510969e-12,1.86752628979457e-11
"FAM114A1",-3.86827474313141,5.66649794974452,2.51343142155568e-12,1.88071429462293e-11
"TPTE2P1",7.09895352556988,2.48546842277294,2.52917163397992e-12,1.89155481293199e-11
"SLC16A4",-3.80110382919448,4.0167636614197,2.57476044687344e-12,1.92469716573213e-11
"TTBK2",3.00305786381876,6.13747383571359,2.62281676420173e-12,1.95965032852282e-11
"FSD1",5.75844060808395,3.64675055087538,2.63804982920567e-12,1.96981952468454e-11
"PTBP1",-3.2183201387271,5.83860223822266,2.63903635658068e-12,1.96981952468454e-11
"KCNF1",9.01358551769097,3.61697431098374,2.74621104782301e-12,2.04880369674543e-11
"ANXA2",-3.71925311255479,5.5674657561259,2.7722402079615e-12,2.06720134025771e-11
"GABRA5",9.16613987905237,4.74378051389066,2.77937845481446e-12,2.07150121755668e-11
"RGS6",6.73666755033615,3.62607289543856,2.7907882133843e-12,2.07897888614222e-11
"AK098333",4.95126475815709,2.85496039004531,2.81040801569943e-12,2.09256218131466e-11
"PENK",10.5642483352455,1.46996014823398,2.82030419006666e-12,2.0988956761955e-11
"PRKCE",3.5817857689063,6.47723473153646,2.87383439381981e-12,2.13767977077237e-11
"BCO2",-3.46674915049038,5.0968151127082,2.90374408688452e-12,2.15886438759017e-11
"PLOD1",-3.11176119057416,6.60414415328053,2.92003657210768e-12,2.16990906687136e-11
"MAP7D1",3.26012293173943,5.90161523644168,2.94146689062426e-12,2.18475897926347e-11
"WSCD1",4.42278494129004,4.68686377130901,2.96344511778245e-12,2.20000104614135e-11
"INPP4A",3.27908209443659,6.53603293965892,2.992863991342e-12,2.22074920242084e-11
"STXBP5",3.16334885770292,7.04221102609386,2.99545647964621e-12,2.2215811808771e-11
"NADKD1",-3.48660478805161,8.40320733441533,3.13994868843726e-12,2.32760064778609e-11
"TRIM10",-7.98519036436173,1.11560829421982,3.14940413021889e-12,2.33346429667837e-11
"CIDEB",-6.35038241059155,6.70657253599218,3.25199007368142e-12,2.40829083435946e-11
"CEBPB",-3.79063793371362,4.78924779668854,3.2900757476797e-12,2.43530116617468e-11
"APOE",-3.84632305388183,10.948936758102,3.36678717620512e-12,2.4908616541253e-11
"ETFB",-3.3694740651272,7.16958285087161,3.37774376912637e-12,2.49774392330109e-11
"NBLA00301",-7.77426497519761,2.19544013298204,3.38322979212924e-12,2.50057610676219e-11
"B3GALNT1",4.86525711087205,5.0870145566449,3.41334225867288e-12,2.52159824393153e-11
"ATP8A1",5.10181247170695,7.5761135099744,3.42673201087857e-12,2.53025199825263e-11
"NUDT16P1",-5.04341523844114,3.25271623161328,3.44381528372453e-12,2.54162320548585e-11
"KCNMB4",5.4705886080543,5.08767545600294,3.50837123408193e-12,2.58800222934231e-11
"AK091070",11.0563006439432,1.94738775291005,3.53699115072267e-12,2.60784015507384e-11
"HSD17B8",-4.16964035957345,4.16636664500511,3.54823640933559e-12,2.61485455251183e-11
"PLEKHB2",3.1735592095258,7.24767366818388,3.55303654522477e-12,2.61690476763339e-11
"ABCG4",7.00511441552758,2.34666340502235,3.55448455524244e-12,2.61690476763339e-11
"CELSR2",5.01171819772844,7.13628432615413,3.56077876416133e-12,2.62026117635653e-11
"RUFY3",3.13895303574691,7.59880334842088,3.57911272148116e-12,2.63246965876111e-11
"DNAH17",8.12989901939844,2.25286852154349,3.66619408575364e-12,2.69520597346056e-11
"ABCC9",-3.70867267281657,7.90458252784368,3.84307782599358e-12,2.82368691096427e-11
"POU3F3",8.23689369623293,1.52713649086596,3.84470217810765e-12,2.82368691096427e-11
"SELP",-9.69083283057195,2.11010507112182,3.85064672550358e-12,2.82667795600895e-11
"NGB",10.8828140659684,1.77611828624101,3.94157936619689e-12,2.89202373321541e-11
"SSBP2",3.58622692509386,5.21458031003294,4.16833899850485e-12,3.05691689545523e-11
"GPR125",-3.10484506107789,7.13162484045744,4.38163833633811e-12,3.21178344071386e-11
"PTGDS",4.5750455812171,5.98973664153034,4.39147695783855e-12,3.21743338492781e-11
"DKK3",4.76953009235816,7.80253076300964,4.44025119657565e-12,3.2515903524875e-11
"GRM2",7.78203530902577,2.4334343552817,4.45676060728709e-12,3.26209816626442e-11
"WDR49",11.5628119329325,2.44257206047816,4.53510721955437e-12,3.31783522360809e-11
"KLK7",10.6951582927231,1.59364890172066,4.72274625252988e-12,3.45343672703154e-11
"CRTC1",3.88920403923912,5.16891405581767,4.72945277633347e-12,3.45666684039862e-11
"PROX1",-3.73025615316128,8.56928949559571,4.73634191136736e-12,3.46002723084892e-11
"PEG3",3.47932568652902,8.78181400839612,4.77315350820628e-12,3.48523297746203e-11
"PHKA2",-3.21700221498301,5.88516117119346,4.82519502321584e-12,3.5215294756191e-11
"METTL7A",-3.53902101829185,8.94876625523399,5.02400516655346e-12,3.66485401038441e-11
"LINC00634",10.6723949002507,1.57185863026964,5.036019186493e-12,3.67184402298620e-11
"SLC3A1",-5.39595277116829,2.9724153428394,5.12220009754085e-12,3.73287748421172e-11
"NEUROD1",13.7268801883082,4.58401166778847,5.19077392521145e-12,3.78102683409034e-11
"ORMDL3",-3.18535801876525,7.18581970547109,5.19700856643437e-12,3.78374297749079e-11
"SLC15A2",4.40378434623516,3.55723783942915,5.31068121365572e-12,3.86464030487718e-11
"PGM2L1",5.44539146811643,7.21940989218534,5.33796879282905e-12,3.88262662676872e-11
"SLC9A3R2",-3.29991067130378,6.53045855355813,5.34306558312138e-12,3.8844627012582e-11
"PCDHA9",7.9249449970321,2.02753868954483,5.40185450086437e-12,3.9253129433615e-11
"IQSEC2",4.57620527942866,4.97872345036742,5.6530414833129e-12,4.10586466560966e-11
"IGHG1",-10.3206568711678,5.87819435195397,5.90110638682527e-12,4.28397627120489e-11
"PLXNC1",3.43820952611722,4.94594504726114,5.90995397582671e-12,4.28833757976854e-11
"PLCH2",4.46068777170627,4.66929604683027,5.918799943844e-12,4.29269352315295e-11
"RAB33A",6.24309932592548,2.64688679103676,5.96757833769576e-12,4.32599293803197e-11
"ATP11C",-4.34140612691799,6.88059089743873,5.98457014427633e-12,4.33622884734034e-11
"KCNH7",4.33530091300395,3.8339204523585,6.03175682894606e-12,4.36832269146693e-11
"AGMAT",-5.84545257966216,6.15902460298256,6.06269923659182e-12,4.38862696416762e-11
"HLX",-5.28640022592877,2.6131353927015,6.22643263417741e-12,4.50498959157062e-11
"ARAF",-3.0643747161974,5.07002156738873,6.29508615590578e-12,4.55248088861002e-11
"ARHGEF2",3.4159019856252,5.95674915805499,6.36053673764438e-12,4.5976115240991e-11
"KANK2",-3.19426692810573,5.74970308323914,6.36864664100443e-12,4.60127101814196e-11
"PLXDC1",4.65025072377782,3.30376445016144,6.37870828339761e-12,4.60633644568647e-11
"JPH1",6.19445022210506,3.36149181909139,6.44073488172334e-12,4.64890519665499e-11
"LPAR1",4.05565844532383,5.15434853923287,6.55188639077458e-12,4.72687455808391e-11
"DPYD",-4.22231298852653,7.18136189119572,6.59742438770366e-12,4.75745502647207e-11
"IGFBP2",-5.99589601739611,7.35146817558594,6.66415311347584e-12,4.8032798097129e-11
"IFRD2",-3.57146429460039,4.8993330635148,6.79585261474831e-12,4.89586710318222e-11
"KBTBD12",8.12302544768019,1.4029801257939,7.1128859076625e-12,5.12142606356681e-11
"LINC00950",5.33944065757641,3.26774964797181,7.11572972275706e-12,5.12142606356681e-11
"TRIM55",-7.75398215515078,4.5296333103572,7.16128849801192e-12,5.15176066317198e-11
"LPCAT3",-3.84016424609421,5.29204306311411,7.4949824837273e-12,5.38924930972773e-11
"BBS7",3.35424234892162,4.89576916156426,7.74162269792359e-12,5.5639458704734e-11
"RALGPS2",-2.96597911303407,6.19179301618727,7.97719734322258e-12,5.73052711144914e-11
"NYAP2",10.5934484031974,1.49704380226962,7.98564364292233e-12,5.73386680970648e-11
"CABP7",11.338820881511,2.22331140772163,8.02623352800107e-12,5.76027216125552e-11
"EXTL1",8.78574183189891,3.3772669265255,8.04093569804615e-12,5.76808213969106e-11
"C3orf80",6.98382028947673,2.78174215865663,8.05481757211495e-12,5.77529654980701e-11
"GLRA3",12.1163282663642,2.9847901376057,8.06467900327044e-12,5.77962282626405e-11
"PRKAR1B",4.10349711587297,6.90304258325442,8.08551808240724e-12,5.79180849356496e-11
"AK094525",7.7079182459975,1.8178026276144,8.18357452337698e-12,5.85926862508262e-11
"TNFRSF14",-3.83836317780706,4.58358705265622,8.31144876644029e-12,5.94800361958523e-11
"BC039452",7.06764523450043,2.60678527559612,8.41867784617214e-12,6.02188704297486e-11
"HDAC9",3.99581429047871,4.67836947271885,8.63508677968565e-12,6.1737599608548e-11
